Wavenumber, 11301_2-16.SPA, 113121_2-22.SPA, 113151_2-22.SPA, 113181_2-22.SPA, 113241_2-22.SPA, 113301_2-22.SPA, 11331_2-16.SPA, 113361_2-22.SPA, 11361_2-16.SPA, 11391_2-22.SPA
1798.13, 97.1104, 98.1849, 98.4757, 98.3305, 98.5317, 98.426, 97.4833, 98.4156, 98.0703, 98.5168
1798.07, 97.0949, 98.1832, 98.4563, 98.3324, 98.5333, 98.4125, 97.4592, 98.4118, 98.0763, 98.4916
1798.01, 97.0831, 98.1804, 98.4388, 98.3359, 98.5362, 98.4047, 97.4352, 98.408, 98.0747, 98.4665
1797.95, 97.0745, 98.1764, 98.4234, 98.3401, 98.5404, 98.4033, 97.4117, 98.4045, 98.0648, 98.4442
1797.89, 97.0686, 98.1715, 98.4094, 98.3435, 98.5461, 98.4073, 97.3893, 98.4015, 98.0475, 98.4266
1797.83, 97.0644, 98.1665, 98.396, 98.3448, 98.5534, 98.415, 97.3681, 98.3994, 98.0253, 98.4143
1797.77, 97.0608, 98.1615, 98.382, 98.3431, 98.5625, 98.4241, 97.3483, 98.3986, 98.0015, 98.4069
1797.71, 97.0565, 98.1568, 98.3671, 98.3383, 98.5732, 98.4321, 97.3297, 98.3993, 97.979, 98.403
1797.65, 97.0502, 98.1517, 98.3514, 98.3306, 98.5847, 98.4376, 97.3126, 98.4012, 97.9596, 98.4005
1797.59, 97.041, 98.1452, 98.3358, 98.3207, 98.5961, 98.4399, 97.2968, 98.4041, 97.9433, 98.3978
1797.53, 97.0287, 98.1359, 98.3219, 98.3094, 98.6062, 98.4397, 97.2825, 98.407, 97.9292, 98.3939
1797.47, 97.0135, 98.1227, 98.3112, 98.2971, 98.6144, 98.4381, 97.2696, 98.4094, 97.9153, 98.3885
1797.41, 96.9961, 98.1053, 98.3049, 98.284, 98.6204, 98.4361, 97.2579, 98.4105, 97.9001, 98.3821
1797.35, 96.9771, 98.0841, 98.3036, 98.2702, 98.6248, 98.4345, 97.2471, 98.4099, 97.8828, 98.3753
1797.29, 96.9572, 98.0606, 98.307, 98.2558, 98.6282, 98.433, 97.237, 98.4076, 97.8638, 98.3684
1797.23, 96.9365, 98.037, 98.3139, 98.2412, 98.6311, 98.4308, 97.2269, 98.404, 97.8445, 98.3613
1797.17, 96.9148, 98.0156, 98.3228, 98.2271, 98.6339, 98.4266, 97.2164, 98.3999, 97.8262, 98.3532
1797.11, 96.8921, 97.9987, 98.3319, 98.2148, 98.6361, 98.4199, 97.205, 98.3963, 97.8102, 98.3431
1797.05, 96.8682, 97.9879, 98.3396, 98.2055, 98.6366, 98.411, 97.1919, 98.3942, 97.7971, 98.3303
1796.99, 96.8434, 97.9839, 98.3453, 98.2005, 98.6344, 98.4012, 97.1767, 98.3944, 97.7867, 98.3144
1796.93, 96.8178, 97.9865, 98.3484, 98.2007, 98.6285, 98.3927, 97.159, 98.3971, 97.7784, 98.2958
1796.86, 96.7914, 97.9942, 98.3493, 98.2064, 98.6185, 98.3875, 97.1388, 98.402, 97.7716, 98.2751
1796.8, 96.764, 98.0051, 98.3482, 98.2174, 98.6048, 98.3871, 97.1167, 98.408, 97.766, 98.2536
1796.74, 96.7344, 98.0166, 98.3456, 98.2329, 98.5884, 98.3912, 97.0941, 98.4134, 97.7615, 98.2321
1796.68, 96.7016, 98.0265, 98.3417, 98.2517, 98.5708, 98.3984, 97.0724, 98.4168, 97.758, 98.2111
1796.62, 96.6645, 98.0332, 98.3367, 98.2722, 98.5534, 98.406, 97.0534, 98.4166, 97.7551, 98.1911
1796.56, 96.6229, 98.0361, 98.3307, 98.2927, 98.5374, 98.4114, 97.0379, 98.4125, 97.7522, 98.1721
1796.5, 96.5778, 98.0359, 98.3239, 98.311, 98.5234, 98.4122, 97.0258, 98.4051, 97.7481, 98.1543
1796.44, 96.5313, 98.0343, 98.3168, 98.3252, 98.5117, 98.4076, 97.0158, 98.396, 97.7419, 98.1383
1796.38, 96.4863, 98.0334, 98.31, 98.3332, 98.5023, 98.3982, 97.0056, 98.3875, 97.7329, 98.1248
1796.32, 96.4457, 98.0354, 98.304, 98.3334, 98.4951, 98.3856, 96.9923, 98.3821, 97.7212, 98.1148
1796.26, 96.4119, 98.0416, 98.2994, 98.3253, 98.4901, 98.3721, 96.974, 98.3814, 97.7072, 98.109
1796.2, 96.3859, 98.0521, 98.2965, 98.3092, 98.4876, 98.3596, 96.9497, 98.3858, 97.692, 98.1077
1796.14, 96.3673, 98.0658, 98.2953, 98.2866, 98.4879, 98.3498, 96.9199, 98.3945, 97.6764, 98.1105
1796.08, 96.3547, 98.0807, 98.2956, 98.2601, 98.4913, 98.3435, 96.8866, 98.4053, 97.661, 98.1168
1796.02, 96.3457, 98.0941, 98.2971, 98.2326, 98.498, 98.3409, 96.8521, 98.4155, 97.6461, 98.1254
1795.96, 96.3379, 98.1037, 98.2992, 98.207, 98.5077, 98.342, 96.8186, 98.4225, 97.6316, 98.1351
1795.9, 96.3288, 98.1079, 98.3013, 98.1853, 98.5195, 98.3467, 96.7877, 98.4247, 97.6173, 98.1449
1795.84, 96.3161, 98.1058, 98.3029, 98.1685, 98.5321, 98.3547, 96.7594, 98.4217, 97.6033, 98.1538
1795.78, 96.2981, 98.0975, 98.303, 98.1563, 98.5437, 98.3659, 96.7332, 98.4141, 97.5898, 98.1612
1795.72, 96.2731, 98.0839, 98.3011, 98.1477, 98.5525, 98.3797, 96.7076, 98.4034, 97.5772, 98.1663
1795.66, 96.2405, 98.066, 98.2969, 98.1413, 98.5568, 98.3953, 96.6815, 98.3909, 97.5657, 98.1687
1795.6, 96.2002, 98.045, 98.2905, 98.1359, 98.5556, 98.4117, 96.6539, 98.3779, 97.5551, 98.1677
1795.54, 96.1534, 98.0222, 98.2827, 98.1309, 98.5484, 98.428, 96.6243, 98.365, 97.545, 98.163
1795.48, 96.1024, 97.9986, 98.2748, 98.1263, 98.5356, 98.4433, 96.5928, 98.3523, 97.5347, 98.1545
1795.42, 96.0502, 97.9752, 98.2682, 98.1224, 98.5184, 98.4571, 96.5594, 98.3395, 97.5238, 98.1424
1795.36, 95.9999, 97.9528, 98.2639, 98.1194, 98.4987, 98.4689, 96.5247, 98.3267, 97.5118, 98.1272
1795.3, 95.9541, 97.9324, 98.2624, 98.1176, 98.4783, 98.4785, 96.4893, 98.3141, 97.4987, 98.1094
1795.24, 95.9141, 97.9149, 98.263, 98.1166, 98.4591, 98.4852, 96.4546, 98.3026, 97.4845, 98.09
1795.18, 95.8799, 97.9008, 98.2644, 98.1162, 98.4427, 98.4882, 96.422, 98.2929, 97.4687, 98.0697
1795.12, 95.8502, 97.8906, 98.2646, 98.1161, 98.4298, 98.4867, 96.3934, 98.2859, 97.4505, 98.0493
1795.06, 95.8231, 97.8843, 98.2622, 98.1161, 98.4209, 98.4801, 96.3704, 98.2821, 97.4284, 98.0293
1795, 95.797, 97.8813, 98.2563, 98.1168, 98.4154, 98.4687, 96.3538, 98.2816, 97.401, 98.0103
1794.94, 95.7703, 97.8806, 98.2473, 98.1184, 98.4126, 98.4535, 96.3429, 98.284, 97.3675, 97.9926
1794.88, 95.7423, 97.8806, 98.2363, 98.1217, 98.4114, 98.4366, 96.336, 98.2888, 97.3279, 97.9762
1794.82, 95.7126, 97.8796, 98.2252, 98.1268, 98.4106, 98.4202, 96.3302, 98.2951, 97.2842, 97.961
1794.76, 95.681, 97.8759, 98.2154, 98.1335, 98.4093, 98.4064, 96.3221, 98.302, 97.2394, 97.9465
1794.7, 95.6474, 97.8684, 98.208, 98.1415, 98.407, 98.3965, 96.3093, 98.3085, 97.1975, 97.9325
1794.64, 95.6118, 97.8564, 98.2027, 98.1501, 98.4038, 98.3904, 96.2901, 98.3134, 97.1621, 97.9187
1794.57, 95.5742, 97.8407, 98.1985, 98.1586, 98.4003, 98.3874, 96.2646, 98.3153, 97.1359, 97.9054
1794.51, 95.5354, 97.8227, 98.1944, 98.1669, 98.3978, 98.3861, 96.2338, 98.3133, 97.1197, 97.8933
1794.45, 95.4964, 97.8045, 98.1893, 98.1746, 98.3972, 98.385, 96.1997, 98.3068, 97.1124, 97.8833
1794.39, 95.4587, 97.7886, 98.1828, 98.1814, 98.3995, 98.3835, 96.1643, 98.296, 97.1113, 97.8762
1794.33, 95.4233, 97.7772, 98.1756, 98.1869, 98.4049, 98.3816, 96.1287, 98.2824, 97.113, 97.8724
1794.27, 95.3909, 97.7717, 98.1687, 98.1901, 98.4129, 98.3799, 96.0934, 98.2678, 97.1141, 97.8716
1794.21, 95.361, 97.7726, 98.1632, 98.19, 98.4226, 98.3794, 96.0582, 98.2549, 97.1122, 97.8728
1794.15, 95.3322, 97.7793, 98.1599, 98.1856, 98.4327, 98.3809, 96.0223, 98.2461, 97.1063, 97.8748
1794.09, 95.3028, 97.7905, 98.1586, 98.1764, 98.4422, 98.3844, 95.9848, 98.243, 97.0967, 97.8764
1794.03, 95.2715, 97.804, 98.1583, 98.1625, 98.4505, 98.3893, 95.9453, 98.2462, 97.0846, 97.8767
1793.97, 95.2377, 97.8177, 98.1578, 98.1448, 98.4575, 98.3947, 95.9038, 98.2547, 97.0717, 97.8755
1793.91, 95.202, 97.8292, 98.1552, 98.1248, 98.4636, 98.3991, 95.861, 98.2667, 97.0595, 97.8734
1793.85, 95.166, 97.8365, 98.1495, 98.1041, 98.4692, 98.4016, 95.8183, 98.2798, 97.0488, 97.8709
1793.79, 95.1314, 97.838, 98.1399, 98.0844, 98.4747, 98.4017, 95.7772, 98.2917, 97.0398, 97.8686
1793.73, 95.0998, 97.8325, 98.1268, 98.0669, 98.4802, 98.3995, 95.7393, 98.3008, 97.0321, 97.8666
1793.67, 95.0717, 97.8198, 98.111, 98.0523, 98.4854, 98.3957, 95.7061, 98.3065, 97.025, 97.8644
1793.61, 95.0465, 97.8002, 98.0936, 98.0412, 98.4895, 98.3912, 95.6785, 98.3091, 97.0177, 97.8612
1793.55, 95.023, 97.7749, 98.0764, 98.0338, 98.4922, 98.3867, 95.6565, 98.3096, 97.0095, 97.8563
1793.49, 94.9997, 97.7458, 98.0607, 98.0299, 98.493, 98.3828, 95.6396, 98.3094, 97.0002, 97.8494
1793.43, 94.975, 97.7151, 98.0478, 98.0297, 98.4915, 98.3795, 95.6268, 98.3093, 96.9896, 97.8409
1793.37, 94.9483, 97.6855, 98.0385, 98.0326, 98.4875, 98.3768, 95.6166, 98.3097, 96.9779, 97.8315
1793.31, 94.9193, 97.6589, 98.0332, 98.0378, 98.4809, 98.3742, 95.6078, 98.3101, 96.9654, 97.8222
1793.25, 94.8883, 97.6369, 98.0317, 98.0445, 98.4714, 98.3714, 95.5994, 98.3098, 96.952, 97.8141
1793.19, 94.8557, 97.6201, 98.0332, 98.0514, 98.4591, 98.3681, 95.5909, 98.3076, 96.9381, 97.8074
1793.13, 94.8216, 97.6085, 98.0369, 98.0573, 98.4445, 98.3642, 95.5818, 98.3028, 96.924, 97.8019
1793.07, 94.7864, 97.6014, 98.0416, 98.0612, 98.4285, 98.3598, 95.5719, 98.2954, 96.9102, 97.797
1793.01, 94.7505, 97.598, 98.0467, 98.0625, 98.4127, 98.3549, 95.5604, 98.286, 96.8973, 97.7916
1792.95, 94.7144, 97.5978, 98.0517, 98.0611, 98.3993, 98.3494, 95.5467, 98.2762, 96.8856, 97.785
1792.89, 94.6791, 97.6002, 98.0567, 98.0568, 98.39, 98.3433, 95.5296, 98.268, 96.8755, 97.7772
1792.83, 94.6458, 97.6053, 98.0621, 98.0499, 98.3863, 98.3364, 95.5084, 98.2633, 96.8667, 97.7686
1792.77, 94.6157, 97.613, 98.0686, 98.0408, 98.3882, 98.3286, 95.4826, 98.2632, 96.8587, 97.7606
1792.71, 94.5896, 97.6231, 98.0766, 98.0299, 98.3947, 98.3203, 95.4527, 98.2683, 96.8509, 97.7549
1792.65, 94.5678, 97.6351, 98.0861, 98.0184, 98.4035, 98.3122, 95.4198, 98.2778, 96.8424, 97.7534
1792.59, 94.5502, 97.6479, 98.0968, 98.0075, 98.4119, 98.3053, 95.3861, 98.2904, 96.8326, 97.7574
1792.53, 94.5361, 97.66, 98.108, 97.9988, 98.4175, 98.3011, 95.3537, 98.3041, 96.8217, 97.7677
1792.47, 94.5248, 97.6699, 98.1186, 97.9937, 98.4186, 98.3006, 95.3248, 98.3167, 96.8097, 97.7837
1792.41, 94.5159, 97.6764, 98.1278, 97.9933, 98.4148, 98.3048, 95.3013, 98.3266, 96.7973, 97.8037
1792.34, 94.5093, 97.6787, 98.1347, 97.9977, 98.4071, 98.314, 95.2844, 98.3323, 96.7852, 97.825
1792.28, 94.505, 97.6766, 98.1386, 98.0057, 98.3971, 98.3276, 95.2745, 98.3332, 96.7741, 97.8445
1792.22, 94.5031, 97.6704, 98.1394, 98.0156, 98.3866, 98.3449, 95.2712, 98.3292, 96.7644, 97.859
1792.16, 94.5035, 97.6606, 98.1369, 98.0252, 98.3776, 98.3645, 95.2733, 98.3209, 96.7563, 97.8663
1792.1, 94.5055, 97.6478, 98.1316, 98.0321, 98.3711, 98.3851, 95.2788, 98.3095, 96.7499, 97.8652
1792.04, 94.5082, 97.6324, 98.1242, 98.0348, 98.3677, 98.4053, 95.285, 98.297, 96.745, 97.8561
1791.98, 94.5103, 97.6148, 98.1158, 98.0326, 98.3671, 98.4238, 95.289, 98.2856, 96.7412, 97.8409
1791.92, 94.5105, 97.5956, 98.1075, 98.0258, 98.3685, 98.4389, 95.2884, 98.2775, 96.7381, 97.822
1791.86, 94.508, 97.5757, 98.1006, 98.0157, 98.3706, 98.4493, 95.2816, 98.2744, 96.7347, 97.8024
1791.8, 94.502, 97.5564, 98.0958, 98.0037, 98.3722, 98.4535, 95.2686, 98.2772, 96.7305, 97.7842
1791.74, 94.4927, 97.5392, 98.0936, 97.9918, 98.3721, 98.4504, 95.2511, 98.2852, 96.7246, 97.7688
1791.68, 94.4805, 97.5255, 98.0938, 97.9817, 98.3694, 98.4396, 95.2319, 98.2967, 96.7171, 97.7564
1791.62, 94.4662, 97.5163, 98.0961, 97.975, 98.3637, 98.4218, 95.2144, 98.3093, 96.7082, 97.7464
1791.56, 94.4508, 97.5114, 98.0996, 97.9729, 98.3553, 98.3986, 95.2017, 98.3199, 96.6989, 97.7379
1791.5, 94.4352, 97.5099, 98.1035, 97.9759, 98.3451, 98.3728, 95.1957, 98.3263, 96.6905, 97.7299
1791.44, 94.42, 97.5102, 98.107, 97.984, 98.3345, 98.3475, 95.197, 98.3269, 96.6844, 97.7217
1791.38, 94.4056, 97.5104, 98.1092, 97.996, 98.325, 98.3258, 95.2042, 98.3216, 96.6814, 97.7134
1791.32, 94.3923, 97.5093, 98.1092, 98.0102, 98.318, 98.3099, 95.2151, 98.3112, 96.6819, 97.7049
1791.26, 94.3801, 97.5066, 98.1062, 98.024, 98.3145, 98.3014, 95.2268, 98.2974, 96.6851, 97.6968
1791.2, 94.3689, 97.5028, 98.0996, 98.0348, 98.3148, 98.3006, 95.2365, 98.2823, 96.69, 97.6896
1791.14, 94.359, 97.4995, 98.0891, 98.0408, 98.3182, 98.3068, 95.242, 98.2678, 96.6953, 97.6839
1791.08, 94.3508, 97.4985, 98.0752, 98.0413, 98.3236, 98.319, 95.2424, 98.2556, 96.6996, 97.6804
1791.02, 94.3446, 97.5009, 98.0591, 98.0371, 98.3291, 98.3355, 95.2374, 98.2467, 96.7025, 97.6798
1790.96, 94.3411, 97.5074, 98.043, 98.0302, 98.333, 98.3546, 95.2282, 98.2418, 96.7036, 97.6829
1790.9, 94.3406, 97.5173, 98.0292, 98.0236, 98.3337, 98.3743, 95.2165, 98.2407, 96.7032, 97.69
1790.84, 94.3431, 97.5293, 98.0196, 98.0199, 98.3307, 98.3929, 95.2047, 98.2429, 96.7018, 97.701
1790.78, 94.3483, 97.5416, 98.0154, 98.0208, 98.3247, 98.4088, 95.1951, 98.2474, 96.6998, 97.7149
1790.72, 94.3557, 97.5526, 98.0164, 98.0265, 98.3171, 98.4207, 95.19, 98.2533, 96.6972, 97.7302
1790.66, 94.3646, 97.5611, 98.0213, 98.0359, 98.3106, 98.4281, 95.1907, 98.2597, 96.6942, 97.7448
1790.6, 94.3744, 97.5668, 98.0281, 98.0467, 98.3078, 98.4309, 95.1979, 98.2659, 96.6909, 97.7566
1790.54, 94.3847, 97.5699, 98.0344, 98.0563, 98.311, 98.4303, 95.2114, 98.2719, 96.6875, 97.764
1790.48, 94.3951, 97.5715, 98.0388, 98.0626, 98.3212, 98.4275, 95.23, 98.278, 96.6847, 97.7663
1790.42, 94.4053, 97.5725, 98.0405, 98.0649, 98.3381, 98.4243, 95.2522, 98.2844, 96.6828, 97.764
1790.36, 94.4153, 97.5742, 98.0399, 98.0637, 98.3597, 98.4221, 95.2766, 98.2916, 96.6825, 97.7584
1790.3, 94.4247, 97.5774, 98.038, 98.0603, 98.3833, 98.422, 95.3019, 98.299, 96.6841, 97.7515
1790.24, 94.4337, 97.5825, 98.036, 98.057, 98.4055, 98.4245, 95.3272, 98.3059, 96.6873, 97.7454
1790.18, 94.4423, 97.5894, 98.0347, 98.0557, 98.4239, 98.4297, 95.3519, 98.3111, 96.6917, 97.7418
1790.11, 94.4513, 97.5972, 98.0343, 98.0577, 98.437, 98.4372, 95.3758, 98.3135, 96.6969, 97.742
1790.05, 94.4618, 97.6047, 98.0345, 98.0632, 98.4449, 98.4461, 95.3985, 98.3126, 96.7022, 97.7464
1789.99, 94.4753, 97.6105, 98.0347, 98.0713, 98.4489, 98.4552, 95.4199, 98.3086, 96.7074, 97.7549
1789.93, 94.493, 97.6137, 98.0343, 98.0805, 98.4511, 98.4628, 95.4397, 98.3029, 96.7128, 97.7668
1789.87, 94.516, 97.614, 98.033, 98.0886, 98.4536, 98.4668, 95.4582, 98.2971, 96.7188, 97.7816
1789.81, 94.5441, 97.6122, 98.031, 98.094, 98.4577, 98.4649, 95.4754, 98.293, 96.7262, 97.7986
1789.75, 94.5762, 97.61, 98.0287, 98.0952, 98.4639, 98.4552, 95.492, 98.2915, 96.736, 97.8171
1789.69, 94.6104, 97.6094, 98.0265, 98.0918, 98.4716, 98.4369, 95.5085, 98.2927, 96.7489, 97.8369
1789.63, 94.644, 97.6127, 98.025, 98.084, 98.4799, 98.4107, 95.5253, 98.2958, 96.7655, 97.8577
1789.57, 94.6748, 97.6213, 98.0242, 98.0729, 98.4871, 98.3788, 95.5424, 98.2996, 96.7859, 97.8795
1789.51, 94.7012, 97.6358, 98.0243, 98.0596, 98.492, 98.3449, 95.5599, 98.3031, 96.8098, 97.9022
1789.45, 94.7229, 97.6554, 98.0249, 98.0455, 98.4936, 98.313, 95.5773, 98.3057, 96.8366, 97.9253
1789.39, 94.7409, 97.6787, 98.0262, 98.0319, 98.4913, 98.2869, 95.5947, 98.3075, 96.8653, 97.9484
1789.33, 94.7574, 97.7037, 98.0281, 98.0199, 98.4851, 98.2691, 95.6124, 98.3092, 96.8948, 97.9703
1789.27, 94.7748, 97.7287, 98.0311, 98.0101, 98.4753, 98.2601, 95.631, 98.3112, 96.924, 97.9897
1789.21, 94.7952, 97.7523, 98.0357, 98.0028, 98.4626, 98.2589, 95.6515, 98.314, 96.9521, 98.0047
1789.15, 94.8197, 97.7735, 98.0425, 97.9982, 98.4483, 98.2632, 95.6746, 98.3176, 96.9782, 98.0141
1789.09, 94.8484, 97.7919, 98.0519, 97.996, 98.4339, 98.2704, 95.7005, 98.3219, 97.0019, 98.017
1789.03, 94.8804, 97.8072, 98.0641, 97.9956, 98.4214, 98.2787, 95.7289, 98.3266, 97.0226, 98.0138
1788.97, 94.914, 97.819, 98.079, 97.9965, 98.4123, 98.2867, 95.7586, 98.332, 97.04, 98.0059
1788.91, 94.948, 97.8272, 98.0962, 97.9982, 98.408, 98.2945, 95.7882, 98.3386, 97.054, 97.9959
1788.85, 94.9814, 97.8318, 98.115, 98.0004, 98.4093, 98.3025, 95.8165, 98.3469, 97.0647, 97.987
1788.79, 95.0143, 97.8331, 98.1345, 98.0036, 98.416, 98.3116, 95.8424, 98.3568, 97.0727, 97.9819
1788.73, 95.0473, 97.8318, 98.154, 98.0085, 98.427, 98.3222, 95.8655, 98.3674, 97.0792, 97.9829
1788.67, 95.0814, 97.8289, 98.1728, 98.0163, 98.4407, 98.3341, 95.8857, 98.377, 97.0858, 97.9906
1788.61, 95.1172, 97.8256, 98.1902, 98.028, 98.4552, 98.3466, 95.9034, 98.3832, 97.0942, 98.0043
1788.55, 95.1547, 97.8226, 98.2059, 98.044, 98.4686, 98.3585, 95.9187, 98.3841, 97.1058, 98.0222
1788.49, 95.1932, 97.8204, 98.2191, 98.0641, 98.4795, 98.3683, 95.9319, 98.379, 97.1213, 98.0419
1788.43, 95.2311, 97.8193, 98.2292, 98.0869, 98.4868, 98.3747, 95.9432, 98.3686, 97.1405, 98.0614
1788.37, 95.2673, 97.8191, 98.2355, 98.1101, 98.4901, 98.3768, 95.9531, 98.3554, 97.1626, 98.0791
1788.31, 95.3004, 97.8198, 98.2374, 98.1314, 98.4891, 98.3743, 95.9622, 98.3431, 97.1862, 98.0941
1788.25, 95.3302, 97.8214, 98.2348, 98.1486, 98.4839, 98.3676, 95.9718, 98.3349, 97.2102, 98.1065
1788.19, 95.357, 97.8239, 98.2283, 98.1603, 98.4741, 98.3579, 95.9832, 98.3332, 97.2337, 98.1164
1788.13, 95.3816, 97.8276, 98.2191, 98.1662, 98.4597, 98.3468, 95.9974, 98.3384, 97.2567, 98.1244
1788.07, 95.4047, 97.8323, 98.2092, 98.167, 98.4405, 98.3362, 96.0152, 98.3489, 97.2795, 98.131
1788.01, 95.4269, 97.8377, 98.2002, 98.1637, 98.417, 98.3278, 96.0363, 98.3621, 97.3027, 98.1367
1787.95, 95.4486, 97.8433, 98.1937, 98.158, 98.3902, 98.3226, 96.0602, 98.3747, 97.3266, 98.1426
1787.89, 95.4701, 97.8485, 98.1898, 98.1512, 98.3621, 98.3209, 96.0858, 98.3842, 97.3504, 98.1499
1787.82, 95.4918, 97.8529, 98.1879, 98.1443, 98.3355, 98.3217, 96.112, 98.3893, 97.3734, 98.1599
1787.76, 95.5144, 97.8565, 98.1865, 98.1383, 98.3137, 98.3238, 96.138, 98.3904, 97.3941, 98.174
1787.7, 95.5389, 97.8593, 98.184, 98.1336, 98.2996, 98.3256, 96.1639, 98.3888, 97.4115, 98.1928
1787.64, 95.5663, 97.8615, 98.1793, 98.1308, 98.295, 98.3261, 96.19, 98.3861, 97.425, 98.2161
1787.58, 95.5972, 97.8632, 98.1727, 98.1301, 98.3, 98.3256, 96.2169, 98.3837, 97.4352, 98.2426
1787.52, 95.6311, 97.8643, 98.1656, 98.1316, 98.313, 98.3251, 96.2451, 98.3825, 97.4432, 98.2701
1787.46, 95.6667, 97.8646, 98.1601, 98.1348, 98.3307, 98.3265, 96.2749, 98.3825, 97.4501, 98.2962
1787.4, 95.702, 97.8636, 98.1587, 98.1387, 98.3496, 98.3317, 96.3058, 98.3833, 97.4573, 98.3188
1787.34, 95.7351, 97.8615, 98.1628, 98.1423, 98.3662, 98.3422, 96.337, 98.3848, 97.4651, 98.3366
1787.28, 95.7648, 97.8586, 98.1727, 98.1442, 98.3787, 98.3581, 96.3676, 98.3868, 97.4735, 98.3495
1787.22, 95.7909, 97.8561, 98.1873, 98.1436, 98.387, 98.3784, 96.3966, 98.3896, 97.4818, 98.3582
1787.16, 95.8148, 97.8552, 98.2047, 98.1405, 98.3927, 98.4013, 96.4236, 98.3937, 97.4891, 98.3636
1787.1, 95.8384, 97.857, 98.2223, 98.1353, 98.3981, 98.4239, 96.4484, 98.3991, 97.4949, 98.3668
1787.04, 95.864, 97.8622, 98.2384, 98.1293, 98.4056, 98.4439, 96.4713, 98.4055, 97.4992, 98.3684
1786.98, 95.893, 97.8708, 98.2517, 98.1236, 98.4162, 98.4593, 96.4927, 98.4115, 97.5029, 98.3688
1786.92, 95.926, 97.8821, 98.262, 98.1194, 98.4296, 98.4688, 96.5132, 98.4155, 97.5071, 98.3683
1786.86, 95.9622, 97.8952, 98.2696, 98.1171, 98.4445, 98.4721, 96.5329, 98.4154, 97.5134, 98.3673
1786.8, 96.0004, 97.909, 98.275, 98.1165, 98.4586, 98.4694, 96.5522, 98.4098, 97.5232, 98.3666
1786.74, 96.0388, 97.9228, 98.2788, 98.1169, 98.4702, 98.4614, 96.5711, 98.3978, 97.5373, 98.3674
1786.68, 96.076, 97.9363, 98.2816, 98.1172, 98.4783, 98.4493, 96.59, 98.3802, 97.5561, 98.3707
1786.62, 96.1112, 97.9497, 98.2837, 98.1166, 98.4831, 98.4344, 96.609, 98.3586, 97.5792, 98.3772
1786.56, 96.1442, 97.9634, 98.2859, 98.1144, 98.4855, 98.4182, 96.6287, 98.3359, 97.6057, 98.3867
1786.5, 96.1749, 97.9774, 98.2889, 98.1105, 98.4868, 98.4022, 96.6491, 98.315, 97.6341, 98.398
1786.44, 96.2032, 97.9917, 98.2934, 98.1054, 98.4882, 98.3879, 96.6704, 98.2987, 97.6631, 98.4096
1786.38, 96.2292, 98.0056, 98.3001, 98.1004, 98.49, 98.3764, 96.6921, 98.2886, 97.691, 98.4197
1786.32, 96.2529, 98.0183, 98.3089, 98.0972, 98.4923, 98.368, 96.7135, 98.2851, 97.7168, 98.4268
1786.26, 96.2743, 98.0289, 98.3191, 98.0975, 98.4948, 98.363, 96.7337, 98.2874, 97.7396, 98.4306
1786.2, 96.294, 98.0368, 98.3296, 98.1031, 98.4974, 98.361, 96.7522, 98.2935, 97.7592, 98.4312
