Wavenumber, 11301_2-16.SPA, 113121_2-22.SPA, 113151_2-22.SPA, 113181_2-22.SPA, 113241_2-22.SPA, 113301_2-22.SPA, 11331_2-16.SPA, 113361_2-22.SPA, 11361_2-16.SPA, 11391_2-22.SPA
1786.14, 96.3129, 98.0419, 98.339, 98.1148, 98.4998, 98.3615, 96.7686, 98.3013, 97.7755, 98.4301
1786.08, 96.332, 98.0444, 98.3462, 98.1325, 98.5021, 98.3643, 96.7838, 98.3085, 97.7885, 98.4287
1786.02, 96.3524, 98.0452, 98.3506, 98.1544, 98.5043, 98.3691, 96.7989, 98.3133, 97.7986, 98.4289
1785.96, 96.3746, 98.045, 98.3524, 98.1777, 98.506, 98.3759, 96.8152, 98.3149, 97.8057, 98.4319
1785.9, 96.3987, 98.0445, 98.3522, 98.1989, 98.5066, 98.3844, 96.8339, 98.313, 97.8101, 98.4385
1785.84, 96.4241, 98.0442, 98.3508, 98.2146, 98.5053, 98.3937, 96.8552, 98.3077, 97.812, 98.4486
1785.78, 96.4501, 98.0437, 98.3491, 98.2224, 98.5015, 98.4022, 96.8787, 98.2998, 97.812, 98.4617
1785.72, 96.4759, 98.0422, 98.3475, 98.2215, 98.4952, 98.4079, 96.9029, 98.2901, 97.811, 98.4763
1785.66, 96.5006, 98.0389, 98.3464, 98.213, 98.487, 98.4085, 96.9261, 98.2796, 97.8099, 98.491
1785.59, 96.5243, 98.0327, 98.3459, 98.1994, 98.4781, 98.4026, 96.9471, 98.2697, 97.8099, 98.5042
1785.53, 96.5469, 98.0233, 98.3461, 98.184, 98.4697, 98.39, 96.9654, 98.2618, 97.812, 98.5146
1785.47, 96.5685, 98.0107, 98.3472, 98.1696, 98.4631, 98.3724, 96.9816, 98.2572, 97.8164, 98.5218
1785.41, 96.5891, 97.9963, 98.3496, 98.1584, 98.4586, 98.3531, 96.9971, 98.257, 97.8234, 98.5259
1785.35, 96.6086, 97.9815, 98.3537, 98.1511, 98.4561, 98.3364, 97.0136, 98.2616, 97.8327, 98.5275
1785.29, 96.6265, 97.9686, 98.3596, 98.1476, 98.4552, 98.3266, 97.032, 98.2706, 97.8438, 98.5276
1785.23, 96.6422, 97.9594, 98.3673, 98.147, 98.4554, 98.3268, 97.0526, 98.2826, 97.8565, 98.5265
1785.17, 96.6553, 97.9554, 98.377, 98.1486, 98.4565, 98.3382, 97.0744, 98.2956, 97.8702, 98.5241
1785.11, 96.6658, 97.9576, 98.3883, 98.152, 98.4586, 98.3593, 97.0955, 98.3075, 97.8848, 98.5201
1785.05, 96.6738, 97.966, 98.4011, 98.1573, 98.462, 98.387, 97.1141, 98.3164, 97.8998, 98.5134
1784.99, 96.6801, 97.98, 98.4149, 98.1651, 98.4672, 98.4166, 97.1283, 98.3214, 97.915, 98.5039
1784.93, 96.6853, 97.9984, 98.429, 98.1756, 98.4743, 98.4438, 97.1376, 98.3225, 97.9295, 98.4919
1784.87, 96.6904, 98.0196, 98.4422, 98.189, 98.4828, 98.4651, 97.1419, 98.3208, 97.943, 98.479
1784.81, 96.6957, 98.0416, 98.4529, 98.2047, 98.4921, 98.4791, 97.1423, 98.3176, 97.9548, 98.4676
1784.75, 96.7014, 98.0623, 98.4591, 98.2215, 98.5014, 98.4862, 97.1399, 98.3148, 97.9647, 98.46
1784.69, 96.7071, 98.0799, 98.4589, 98.2383, 98.5101, 98.4881, 97.1362, 98.3135, 97.9728, 98.4578
1784.63, 96.7122, 98.093, 98.451, 98.2538, 98.5177, 98.4874, 97.1321, 98.3145, 97.9791, 98.4613
1784.57, 96.716, 98.1006, 98.4351, 98.2668, 98.5241, 98.4862, 97.1285, 98.3181, 97.984, 98.4693
1784.51, 96.718, 98.1033, 98.4118, 98.2768, 98.5292, 98.486, 97.1261, 98.3241, 97.9876, 98.4794
1784.45, 96.7181, 98.1022, 98.3831, 98.2835, 98.5328, 98.4869, 97.126, 98.3322, 97.9901, 98.4891
1784.39, 96.7166, 98.0994, 98.3518, 98.2871, 98.5347, 98.4881, 97.1294, 98.3419, 97.9919, 98.4963
1784.33, 96.7145, 98.0973, 98.3207, 98.2879, 98.5342, 98.4884, 97.1375, 98.3523, 97.9937, 98.4999
1784.27, 96.7128, 98.0979, 98.2929, 98.2867, 98.5308, 98.4868, 97.1513, 98.3628, 97.9968, 98.4999
1784.21, 96.7127, 98.1023, 98.2709, 98.284, 98.5242, 98.4827, 97.1713, 98.3722, 98.0028, 98.4973
1784.15, 96.7152, 98.1106, 98.2562, 98.2801, 98.5143, 98.4763, 97.1968, 98.3792, 98.0131, 98.493
1784.09, 96.7209, 98.1215, 98.2499, 98.2753, 98.5019, 98.469, 97.2265, 98.3829, 98.0286, 98.4881
1784.03, 96.7302, 98.1337, 98.2522, 98.2693, 98.4879, 98.4622, 97.2579, 98.3824, 98.0493, 98.483
1783.97, 96.7431, 98.1453, 98.2626, 98.2617, 98.4737, 98.4577, 97.2883, 98.3773, 98.0736, 98.4779
1783.91, 96.7595, 98.155, 98.2798, 98.252, 98.4606, 98.4566, 97.315, 98.3678, 98.0991, 98.4729
1783.85, 96.7794, 98.1623, 98.302, 98.2405, 98.4497, 98.4593, 97.3357, 98.3548, 98.1226, 98.4685
1783.79, 96.8021, 98.167, 98.3269, 98.2277, 98.4415, 98.4651, 97.3493, 98.3395, 98.1409, 98.4658
1783.73, 96.8272, 98.1697, 98.3518, 98.2149, 98.4362, 98.4724, 97.3556, 98.3232, 98.1522, 98.4659
1783.67, 96.8534, 98.1709, 98.3741, 98.2038, 98.4334, 98.479, 97.3555, 98.3072, 98.1557, 98.4697
1783.61, 96.8792, 98.1716, 98.3917, 98.1959, 98.4326, 98.4828, 97.3508, 98.2928, 98.1522, 98.4777
1783.55, 96.9031, 98.1726, 98.4028, 98.1923, 98.4335, 98.4822, 97.3435, 98.2814, 98.1437, 98.4898
1783.49, 96.9236, 98.175, 98.4067, 98.1929, 98.4358, 98.4768, 97.3352, 98.2738, 98.1325, 98.5051
1783.43, 96.9398, 98.1796, 98.4035, 98.1969, 98.44, 98.4673, 97.3274, 98.2711, 98.1211, 98.5225
1783.36, 96.9519, 98.1873, 98.394, 98.2029, 98.447, 98.4551, 97.3205, 98.2738, 98.111, 98.5409
1783.3, 96.9605, 98.1978, 98.3797, 98.2096, 98.4574, 98.4424, 97.3143, 98.2817, 98.1031, 98.5594
1783.24, 96.967, 98.2101, 98.3627, 98.2161, 98.4719, 98.4315, 97.3083, 98.2942, 98.0978, 98.5774
1783.18, 96.973, 98.2221, 98.3452, 98.2224, 98.4899, 98.4241, 97.3019, 98.3096, 98.0948, 98.5942
1783.12, 96.9793, 98.2311, 98.3296, 98.229, 98.5101, 98.4213, 97.2953, 98.326, 98.0939, 98.6089
1783.06, 96.9864, 98.2343, 98.3178, 98.2367, 98.5304, 98.4233, 97.2891, 98.3412, 98.0949, 98.6206
1783, 96.9938, 98.2297, 98.3115, 98.2456, 98.5483, 98.4296, 97.2842, 98.3537, 98.0979, 98.6283
1782.94, 97.0007, 98.217, 98.3115, 98.2553, 98.5619, 98.4392, 97.2821, 98.3626, 98.1029, 98.6314
1782.88, 97.0064, 98.1979, 98.3176, 98.2644, 98.5702, 98.4508, 97.2839, 98.3682, 98.1099, 98.6303
1782.82, 97.0106, 98.175, 98.3289, 98.2714, 98.5738, 98.4625, 97.2902, 98.3717, 98.1187, 98.6261
1782.76, 97.0138, 98.1521, 98.3438, 98.2749, 98.5747, 98.4727, 97.3008, 98.3752, 98.1287, 98.6206
1782.7, 97.017, 98.1324, 98.3602, 98.2744, 98.5751, 98.4796, 97.3151, 98.3806, 98.1395, 98.6157
1782.64, 97.0217, 98.1181, 98.3761, 98.2703, 98.5773, 98.4817, 97.3318, 98.3894, 98.1507, 98.613
1782.58, 97.0293, 98.1098, 98.39, 98.2644, 98.5825, 98.4785, 97.3498, 98.4026, 98.162, 98.6131
1782.52, 97.0405, 98.1068, 98.4011, 98.2588, 98.5907, 98.4701, 97.368, 98.4197, 98.1735, 98.6161
1782.46, 97.0551, 98.1074, 98.409, 98.2557, 98.6006, 98.4578, 97.3856, 98.4398, 98.1851, 98.621
1782.4, 97.0718, 98.1098, 98.4144, 98.2565, 98.6105, 98.4441, 97.4017, 98.4612, 98.1965, 98.6268
1782.34, 97.0889, 98.1124, 98.4178, 98.2621, 98.6188, 98.4314, 97.4156, 98.4818, 98.2074, 98.6324
1782.28, 97.104, 98.1145, 98.42, 98.2724, 98.6247, 98.4222, 97.4264, 98.4999, 98.2166, 98.637
1782.22, 97.1154, 98.1161, 98.4213, 98.2867, 98.6281, 98.4179, 97.4335, 98.5138, 98.223, 98.6403
1782.16, 97.1219, 98.1177, 98.4217, 98.3036, 98.6297, 98.4189, 97.4366, 98.5222, 98.2256, 98.6421
1782.1, 97.1233, 98.1203, 98.4206, 98.3214, 98.6303, 98.4246, 97.4359, 98.5244, 98.2237, 98.6421
1782.04, 97.1205, 98.1249, 98.4172, 98.3383, 98.6301, 98.4341, 97.4324, 98.52, 98.2177, 98.6404
1781.98, 97.1152, 98.1323, 98.4111, 98.3521, 98.6291, 98.4461, 97.4277, 98.5092, 98.2088, 98.6371
1781.92, 97.1091, 98.1432, 98.4024, 98.3606, 98.6264, 98.4603, 97.4237, 98.4923, 98.1991, 98.6326
1781.86, 97.104, 98.1577, 98.3923, 98.3623, 98.6216, 98.4764, 97.4222, 98.4704, 98.1907, 98.6278
1781.8, 97.1007, 98.1753, 98.3826, 98.3563, 98.6143, 98.4944, 97.4245, 98.4449, 98.1853, 98.6237
1781.74, 97.099, 98.1946, 98.3761, 98.3428, 98.6049, 98.5138, 97.4313, 98.4177, 98.1836, 98.6211
1781.68, 97.0981, 98.214, 98.3754, 98.3234, 98.5948, 98.5331, 97.4427, 98.3912, 98.1855, 98.6203
1781.62, 97.0967, 98.2316, 98.382, 98.3008, 98.5854, 98.5504, 97.4579, 98.3675, 98.1894, 98.621
1781.56, 97.0936, 98.246, 98.3965, 98.2782, 98.5784, 98.5631, 97.4759, 98.3487, 98.1936, 98.6218
1781.5, 97.0885, 98.2564, 98.4176, 98.2588, 98.5747, 98.5693, 97.4953, 98.3364, 98.1962, 98.6212
1781.44, 97.0819, 98.263, 98.4424, 98.2449, 98.5748, 98.5684, 97.5145, 98.3308, 98.1962, 98.6175
1781.38, 97.0753, 98.2666, 98.4677, 98.2382, 98.5784, 98.5612, 97.5318, 98.3314, 98.1933, 98.6099
1781.32, 97.0707, 98.2682, 98.4902, 98.2388, 98.5847, 98.5498, 97.5455, 98.3366, 98.1882, 98.5985
1781.26, 97.0698, 98.2685, 98.5078, 98.2458, 98.5926, 98.5372, 97.5542, 98.344, 98.1824, 98.5844
1781.2, 97.074, 98.2678, 98.52, 98.2575, 98.601, 98.5259, 97.5567, 98.3514, 98.1772, 98.5692
1781.14, 97.0835, 98.2654, 98.5275, 98.2717, 98.6088, 98.517, 97.5528, 98.3568, 98.1739, 98.5551
1781.07, 97.0978, 98.2607, 98.5318, 98.2864, 98.6149, 98.5106, 97.5431, 98.3594, 98.1732, 98.5434
1781.01, 97.1153, 98.2532, 98.5343, 98.2995, 98.6187, 98.5056, 97.5292, 98.3593, 98.1753, 98.5353
1780.95, 97.1343, 98.2434, 98.5356, 98.3095, 98.6195, 98.5003, 97.5133, 98.3576, 98.1801, 98.5312
1780.89, 97.1526, 98.2327, 98.5355, 98.3157, 98.6173, 98.4938, 97.4981, 98.3562, 98.1868, 98.5308
1780.83, 97.1686, 98.2232, 98.5325, 98.3181, 98.6129, 98.4858, 97.4858, 98.3567, 98.1947, 98.5336
1780.77, 97.1806, 98.2167, 98.5254, 98.3172, 98.607, 98.4767, 97.4784, 98.3602, 98.2028, 98.5388
1780.71, 97.1874, 98.2141, 98.5131, 98.314, 98.6011, 98.4675, 97.4766, 98.3671, 98.2099, 98.5455
1780.65, 97.1879, 98.2149, 98.4961, 98.3097, 98.5963, 98.4588, 97.4798, 98.3767, 98.2151, 98.5526
1780.59, 97.1818, 98.2172, 98.4754, 98.3048, 98.5934, 98.4503, 97.4867, 98.3879, 98.2176, 98.5589
1780.53, 97.1689, 98.2183, 98.4534, 98.2995, 98.5925, 98.4411, 97.4946, 98.3992, 98.217, 98.5634
1780.47, 97.1501, 98.2158, 98.4322, 98.2935, 98.5932, 98.4299, 97.5009, 98.4096, 98.2137, 98.5652
1780.41, 97.1269, 98.2083, 98.4135, 98.2863, 98.5948, 98.416, 97.5027, 98.4179, 98.2088, 98.5638
1780.35, 97.1014, 98.1959, 98.3982, 98.2777, 98.5964, 98.3995, 97.4983, 98.4237, 98.2036, 98.5592
1780.29, 97.0758, 98.1802, 98.3861, 98.2679, 98.5976, 98.382, 97.4869, 98.4265, 98.1993, 98.5521
1780.23, 97.0526, 98.1638, 98.3767, 98.258, 98.5978, 98.3661, 97.4691, 98.4259, 98.1965, 98.5434
1780.17, 97.0331, 98.149, 98.3693, 98.2492, 98.5971, 98.3547, 97.4471, 98.4217, 98.1949, 98.5344
1780.11, 97.0183, 98.1378, 98.3633, 98.2424, 98.5953, 98.3507, 97.4239, 98.4134, 98.1934, 98.5261
1780.05, 97.0079, 98.1309, 98.3587, 98.238, 98.5924, 98.3557, 97.4024, 98.4013, 98.1905, 98.5196
1779.99, 97.0006, 98.1282, 98.3556, 98.2351, 98.588, 98.37, 97.3854, 98.3861, 98.1846, 98.5152
1779.93, 96.9949, 98.1289, 98.3542, 98.2322, 98.5819, 98.3921, 97.3743, 98.3692, 98.1749, 98.5129
1779.87, 96.9887, 98.1325, 98.3547, 98.2275, 98.5737, 98.4195, 97.3688, 98.3526, 98.1613, 98.5123
1779.81, 96.981, 98.1387, 98.3572, 98.2198, 98.5634, 98.449, 97.3676, 98.3383, 98.1449, 98.5128
1779.75, 96.9712, 98.1475, 98.3619, 98.209, 98.5512, 98.477, 97.3683, 98.3278, 98.1272, 98.5136
1779.69, 96.9597, 98.1594, 98.369, 98.1963, 98.5373, 98.5003, 97.3682, 98.322, 98.1097, 98.5138
1779.63, 96.9479, 98.1742, 98.3787, 98.1842, 98.5221, 98.5166, 97.3654, 98.3207, 98.0936, 98.513
1779.57, 96.9377, 98.1917, 98.3912, 98.1755, 98.5062, 98.5249, 97.3586, 98.3226, 98.0796, 98.511
1779.51, 96.9305, 98.2104, 98.4062, 98.1723, 98.4901, 98.5254, 97.3476, 98.326, 98.0679, 98.5076
1779.45, 96.927, 98.2286, 98.4225, 98.1759, 98.4745, 98.52, 97.3332, 98.3294, 98.0585, 98.5029
1779.39, 96.9267, 98.2444, 98.4383, 98.186, 98.4605, 98.5114, 97.3164, 98.3316, 98.0513, 98.4966
1779.33, 96.9279, 98.2561, 98.4512, 98.2012, 98.4493, 98.5027, 97.2992, 98.3323, 98.0464, 98.4883
1779.27, 96.9283, 98.2624, 98.4588, 98.2196, 98.4421, 98.4967, 97.283, 98.3318, 98.044, 98.4771
1779.21, 96.926, 98.2631, 98.4599, 98.2392, 98.4401, 98.4948, 97.2694, 98.3311, 98.0439, 98.4626
1779.15, 96.9195, 98.2587, 98.4546, 98.2583, 98.4437, 98.4971, 97.2598, 98.3311, 98.0455, 98.4445
1779.09, 96.9093, 98.25, 98.4445, 98.2758, 98.4524, 98.5021, 97.2551, 98.3323, 98.0477, 98.4236
1779.03, 96.8969, 98.238, 98.4326, 98.2908, 98.4649, 98.5077, 97.2557, 98.3345, 98.0488, 98.4016
1778.97, 96.8847, 98.2239, 98.4222, 98.3027, 98.4792, 98.5115, 97.2614, 98.3369, 98.0471, 98.381
1778.91, 96.8747, 98.2084, 98.4159, 98.3106, 98.4927, 98.5122, 97.2712, 98.3383, 98.0413, 98.3645
1778.84, 96.8679, 98.1923, 98.4148, 98.3139, 98.5032, 98.5091, 97.2839, 98.3375, 98.0304, 98.3541
1778.78, 96.8637, 98.1763, 98.4182, 98.3119, 98.5091, 98.5032, 97.2979, 98.3337, 98.0147, 98.3508
1778.72, 96.8599, 98.1613, 98.4238, 98.3048, 98.5097, 98.4962, 97.3116, 98.3271, 97.9948, 98.3536
1778.66, 96.8538, 98.1485, 98.4286, 98.2934, 98.5051, 98.4899, 97.3238, 98.3187, 97.9723, 98.3603
1778.6, 96.8431, 98.1391, 98.4296, 98.2792, 98.4966, 98.4863, 97.3334, 98.3099, 97.9485, 98.3681
1778.54, 96.8268, 98.1345, 98.425, 98.2643, 98.4858, 98.4866, 97.3392, 98.3026, 97.925, 98.3745
1778.48, 96.8056, 98.1353, 98.4146, 98.2509, 98.4749, 98.4913, 97.3402, 98.2984, 97.903, 98.3783
1778.42, 96.7817, 98.1414, 98.3998, 98.241, 98.4658, 98.5004, 97.3348, 98.2981, 97.8837, 98.3801
1778.36, 96.7583, 98.1516, 98.3828, 98.2355, 98.4602, 98.5129, 97.3215, 98.3016, 97.8679, 98.3816
1778.3, 96.7376, 98.1634, 98.3664, 98.2348, 98.4593, 98.5274, 97.2991, 98.3081, 97.8564, 98.3853
1778.24, 96.7211, 98.1741, 98.3528, 98.238, 98.4637, 98.542, 97.2673, 98.316, 97.8499, 98.3933
1778.18, 96.7082, 98.1808, 98.3432, 98.2437, 98.4729, 98.5543, 97.2272, 98.3237, 97.8485, 98.4061
1778.12, 96.6976, 98.1815, 98.3378, 98.2499, 98.486, 98.5622, 97.1814, 98.3297, 97.8523, 98.4226
1778.06, 96.687, 98.1755, 98.3358, 98.2544, 98.5012, 98.5638, 97.134, 98.3332, 97.8603, 98.4401
1778, 96.6747, 98.1633, 98.3357, 98.2555, 98.5166, 98.5584, 97.0891, 98.3343, 97.8715, 98.4551
1777.94, 96.66, 98.1468, 98.3361, 98.2521, 98.5305, 98.5465, 97.0508, 98.3336, 97.884, 98.4646
1777.88, 96.6431, 98.1285, 98.3361, 98.244, 98.5417, 98.5298, 97.0218, 98.3325, 97.8958, 98.4668
1777.82, 96.6257, 98.1109, 98.335, 98.2323, 98.5496, 98.5107, 97.0025, 98.3322, 97.9046, 98.4615
1777.76, 96.6097, 98.0956, 98.3329, 98.2188, 98.5544, 98.4921, 96.9919, 98.3338, 97.9085, 98.4503
1777.7, 96.5969, 98.0838, 98.3302, 98.2058, 98.5571, 98.4763, 96.9872, 98.3379, 97.906, 98.4356
1777.64, 96.5883, 98.0752, 98.3274, 98.1958, 98.5588, 98.4647, 96.9852, 98.3445, 97.8963, 98.4202
1777.58, 96.5839, 98.0694, 98.3251, 98.1907, 98.5606, 98.4578, 96.9826, 98.3528, 97.8798, 98.4062
1777.52, 96.5827, 98.0654, 98.3239, 98.1916, 98.5632, 98.4552, 96.9771, 98.3618, 97.8576, 98.3948
1777.46, 96.5828, 98.0624, 98.3242, 98.1988, 98.5663, 98.456, 96.9674, 98.3704, 97.8321, 98.386
1777.4, 96.5816, 98.0598, 98.3263, 98.2113, 98.569, 98.4593, 96.9533, 98.3778, 97.806, 98.3789
1777.34, 96.5765, 98.0573, 98.3303, 98.2277, 98.5701, 98.4641, 96.9356, 98.3837, 97.7821, 98.3719
1777.28, 96.5653, 98.0546, 98.336, 98.2462, 98.568, 98.4696, 96.9156, 98.3882, 97.7626, 98.3635
1777.22, 96.5469, 98.0517, 98.343, 98.2648, 98.5617, 98.4752, 96.8948, 98.392, 97.7486, 98.3525
1777.16, 96.521, 98.0487, 98.3505, 98.2814, 98.5511, 98.4803, 96.8746, 98.396, 97.7396, 98.3384
1777.1, 96.4887, 98.0459, 98.3576, 98.2945, 98.5372, 98.4842, 96.8563, 98.4011, 97.7337, 98.3214
1777.04, 96.4523, 98.0433, 98.3632, 98.3026, 98.5221, 98.4865, 96.8409, 98.408, 97.7279, 98.3023
1776.98, 96.414, 98.0415, 98.3661, 98.3049, 98.5084, 98.4875, 96.8292, 98.417, 97.7195, 98.2825
1776.92, 96.3763, 98.0405, 98.3659, 98.3015, 98.4985, 98.4877, 96.8214, 98.4276, 97.7061, 98.2635
1776.86, 96.3408, 98.0404, 98.3623, 98.293, 98.4943, 98.4877, 96.8175, 98.4391, 97.687, 98.2467
1776.8, 96.308, 98.0409, 98.3559, 98.2806, 98.4961, 98.4883, 96.8166, 98.4503, 97.6632, 98.2335
1776.74, 96.2779, 98.0414, 98.3473, 98.2659, 98.5026, 98.4898, 96.8175, 98.4598, 97.6371, 98.2243
1776.68, 96.2498, 98.0413, 98.3373, 98.2503, 98.5113, 98.4917, 96.8186, 98.4665, 97.6118, 98.2193
1776.62, 96.223, 98.0401, 98.3267, 98.2349, 98.519, 98.4931, 96.8176, 98.4697, 97.5901, 98.2177
1776.55, 96.1973, 98.0375, 98.3158, 98.2205, 98.5229, 98.4927, 96.8127, 98.4688, 97.574, 98.2183
1776.49, 96.1726, 98.0336, 98.3048, 98.2074, 98.5209, 98.4896, 96.8021, 98.464, 97.5635, 98.2197
1776.43, 96.1491, 98.0286, 98.2937, 98.1961, 98.5126, 98.4836, 96.7846, 98.4557, 97.5574, 98.2204
1776.37, 96.1267, 98.0226, 98.2826, 98.1874, 98.4994, 98.4756, 96.76, 98.4447, 97.5531, 98.2192
1776.31, 96.1047, 98.0158, 98.2721, 98.1822, 98.4837, 98.4669, 96.7287, 98.4323, 97.5479, 98.2154
1776.25, 96.0823, 98.0079, 98.2627, 98.1818, 98.4685, 98.4593, 96.692, 98.4195, 97.5396, 98.2091
1776.19, 96.0583, 97.9987, 98.2555, 98.1869, 98.4569, 98.4542, 96.6515, 98.4077, 97.5272, 98.2008
1776.13, 96.0315, 97.9881, 98.2512, 98.1973, 98.4508, 98.4522, 96.6093, 98.3978, 97.5113, 98.1914
1776.07, 96.0017, 97.9767, 98.2505, 98.2114, 98.451, 98.453, 96.5672, 98.3908, 97.4934, 98.1821
1776.01, 95.9688, 97.9651, 98.253, 98.2267, 98.4571, 98.4555, 96.5266, 98.3869, 97.4756, 98.1736
1775.95, 95.9336, 97.9547, 98.2578, 98.2398, 98.4674, 98.4582, 96.4885, 98.3863, 97.4598, 98.1661
1775.89, 95.8967, 97.9461, 98.2635, 98.2479, 98.4797, 98.4598, 96.4533, 98.3885, 97.4472, 98.1591
1775.83, 95.8588, 97.94, 98.2682, 98.2489, 98.492, 98.4596, 96.421, 98.3929, 97.438, 98.1518
1775.77, 95.82, 97.9359, 98.2699, 98.2426, 98.5023, 98.4574, 96.391, 98.3984, 97.4312, 98.143
1775.71, 95.7802, 97.9328, 98.2676, 98.2301, 98.5094, 98.4535, 96.3621, 98.404, 97.4251, 98.1321
1775.65, 95.739, 97.9294, 98.2608, 98.2136, 98.5129, 98.4484, 96.3332, 98.4088, 97.4174, 98.1187
1775.59, 95.6961, 97.9248, 98.2503, 98.1957, 98.5129, 98.4427, 96.3029, 98.4118, 97.4061, 98.1033
1775.53, 95.6516, 97.9183, 98.2379, 98.1787, 98.51, 98.4366, 96.2697, 98.4124, 97.3894, 98.0869
1775.47, 95.6054, 97.9106, 98.2258, 98.1642, 98.5048, 98.4303, 96.2329, 98.4103, 97.3662, 98.0704
1775.41, 95.5577, 97.9029, 98.2165, 98.1527, 98.4978, 98.4235, 96.1919, 98.4056, 97.3364, 98.0545
1775.35, 95.5087, 97.8967, 98.212, 98.1445, 98.4893, 98.4163, 96.1471, 98.399, 97.3007, 98.0393
1775.29, 95.4579, 97.8933, 98.2128, 98.139, 98.4797, 98.4085, 96.0993, 98.3917, 97.2606, 98.0239
1775.23, 95.4052, 97.8933, 98.218, 98.136, 98.4693, 98.4005, 96.0499, 98.3854, 97.2182, 98.0075
1775.17, 95.3505, 97.8962, 98.2251, 98.1347, 98.4586, 98.3924, 96.0003, 98.3818, 97.176, 97.9889
1775.11, 95.2938, 97.9006, 98.2307, 98.1343, 98.4483, 98.3849, 95.9516, 98.382, 97.1361, 97.9675
1775.05, 95.2359, 97.9045, 98.2313, 98.1337, 98.4397, 98.3783, 95.9049, 98.3867, 97.1, 97.9436
1774.99, 95.1776, 97.9054, 98.2245, 98.1317, 98.4337, 98.3732, 95.8603, 98.3955, 97.068, 97.9178
1774.93, 95.1196, 97.9012, 98.2097, 98.1273, 98.4309, 98.37, 95.8179, 98.407, 97.0393, 97.8911
1774.87, 95.0624, 97.8902, 98.1885, 98.1198, 98.4314, 98.3693, 95.7771, 98.4192, 97.0125, 97.8642
1774.81, 95.006, 97.8714, 98.1643, 98.1093, 98.4344, 98.3718, 95.7373, 98.4302, 96.9859, 97.8373
1774.75, 94.9498, 97.8446, 98.141, 98.0965, 98.4383, 98.378, 95.6975, 98.4385, 96.9583, 97.81
1774.69, 94.8933, 97.8108, 98.1224, 98.0825, 98.441, 98.3884, 95.6562, 98.4438, 96.9294, 97.7816
1774.63, 94.8357, 97.7715, 98.1103, 98.0686, 98.4409, 98.403, 95.6121, 98.4464, 96.8997, 97.7517
1774.57, 94.7768, 97.7289, 98.1045, 98.0554, 98.4363, 98.4213, 95.5634, 98.4477, 96.8705, 97.7203
1774.51, 94.7168, 97.6856, 98.1024, 98.0434, 98.427, 98.4418, 95.509, 98.449, 96.843, 97.6878
1774.45, 94.6558, 97.6442, 98.1006, 98.0326, 98.4135, 98.4624, 95.4483, 98.4516, 96.818, 97.6555
1774.39, 94.5942, 97.6066, 98.0956, 98.0226, 98.3974, 98.4806, 95.382, 98.4559, 96.7955, 97.6242
1774.32, 94.5319, 97.5745, 98.0851, 98.0139, 98.3811, 98.4936, 95.3118, 98.4613, 96.7746, 97.5946
1774.26, 94.4685, 97.5486, 98.0693, 98.0067, 98.367, 98.4996, 95.2403, 98.4669, 96.7538, 97.5666
1774.2, 94.4032, 97.529, 98.0499, 98.0018, 98.3579, 98.4979, 95.1704, 98.4712, 96.7317, 97.5396
1774.14, 94.3353, 97.5152, 98.0302, 97.9998, 98.3558, 98.4894, 95.1043, 98.4728, 96.7071, 97.5128
